date,data
1960-01-01,-0.09999999999999998
1960-04-01,-0.09999999999999998
1960-07-02,-0.09999999999999998
1960-10-01,-0.09999999999999998
1961-01-01,-0.09999999999999998
1961-04-02,0.059999999999999935
1961-07-02,0.07000000000000006
1961-10-01,0.11000000000000004
1962-01-01,0.11
1962-04-02,0.08000000000000007
1962-07-02,0.0
1962-10-01,0.04999999999999993
1963-01-01,0.11
1963-04-02,0.030000000000000027
1963-07-02,0.07999999999999996
1963-10-01,0.17000000000000004
1964-01-01,0.09000000000000008
1964-04-01,0.2
1964-07-02,0.24
1964-10-01,0.23
1965-01-01,0.2399999999999999
1965-04-02,0.30000000000000004
1965-07-02,0.21
1965-10-01,0.25
1966-01-01,0.10000000000000007
1966-04-02,0.07999999999999985
1966-07-02,0.41000000000000014
1966-10-01,0.31000000000000005
1967-01-01,0.27
1967-04-02,0.2100000000000002
1967-07-02,-0.030000000000000027
1967-10-01,0.30000000000000004
1968-01-01,0.0
1968-04-01,0.4799999999999998
1968-07-02,0.5099999999999998
1968-10-01,0.3899999999999999
1969-01-01,0.6300000000000001
1969-04-02,0.3600000000000003
1969-07-02,0.3600000000000003
1969-10-01,0.0
1970-01-01,0.6299999999999999
1970-04-02,0.9899999999999998
1970-07-02,0.9899999999999998
1970-10-01,1.35
1971-01-01,0.81
1971-04-02,0.9000000000000004
1971-07-02,0.6300000000000003
1971-10-01,0.4499999999999997
1972-01-01,1.2600000000000002
1972-04-01,0.7199999999999998
1972-07-02,0.7199999999999998
1972-10-01,0.3600000000000003
1973-01-01,0.7199999999999998
1973-04-02,0.8099999999999996
1973-07-02,1.5300000000000002
1973-10-01,0.8999999999999995
1974-01-01,0.4500000000000002
1974-04-02,0.54
1974-07-02,0.35999999999999943
1974-10-01,0.54
1975-01-01,0.8999999999999995
1975-04-02,1.3500000000000003
1975-07-02,0.9000000000000004
1975-10-01,0.2700000000000005
1976-01-01,0.8100000000000005
1976-04-01,1.17
1976-07-02,0.4499999999999993
1976-10-01,0.7199999999999998
1977-01-01,1.7999999999999992
1977-04-02,1.3499999999999996
1977-07-02,1.2599999999999998
1977-10-01,1.889999000000001
1978-01-01,2.3400000000000016
1978-04-02,1.8000000000000007
1978-07-02,2.6100000000000008
1978-10-01,0.18000099999999894
1979-01-01,2.1599999999999984
1979-04-02,0.9000000000000004
1979-07-02,2.6999999999999997
1979-10-01,1.08
1980-01-01,2.16
1980-04-01,1.709999999999999
1980-07-02,1.17
1980-10-01,1.6199999999999992
